no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
4164,Equipment/Rental,Tent,surabaya,TENDA GROSIR,nan,"Banyu Urip Wetan V No.1/21, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0812-1310-1112,https://maps.google.com/?cid=16700607147666275281,-7.275608,112.7270154
4165,Equipment/Rental,Tent,surabaya,TENDA UNIK,nan,"Banyu Urip Wetan V No.1 No.21, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0812-1310-1112,https://maps.google.com/?cid=241077116894489100,-7.276204,112.7272086
4166,Equipment/Rental,Tent,surabaya,The King,nan,"Jalan No., Jl. Jambangan Indah IV No.27, Sidosermo, Kec. Jambangan, Surabaya, Jawa Timur 60234, Indonesia",0813-4056-3846,https://maps.google.com/?cid=1704340125332539833,-7.3181515,112.7142157
4167,Equipment/Rental,Tent,surabaya,Sahabat Tenda,nan,"Jl. Pagesangan Timur No.2, Pagesangan, Kec. Jambangan, Surabaya, Jawa Timur 60233, Indonesia",0857-1791-5503,https://maps.google.com/?cid=12453708992483164520,-7.3342507,112.7099214
4168,Equipment/Rental,Tent,surabaya,JAR ADV Rental Alat Outdoor Surabaya,nan,"Kp. Seng Gg. III No.18, Sidodadi, Kec. Simokerto, Surabaya, Jawa Timur 60145, Indonesia",0896-7689-6539,https://maps.google.com/?cid=9052322544937844293,-7.2387714,112.7488125
4169,Equipment/Rental,Tent,surabaya,Pusat Tenda Surabaya 083849853699,nan,"Perumahan Jl. Delta Sari Indah No.AM 20, Koreksari, Waru, Sidoarjo, Jawa Timur, 61256, Indonesia",0838-4985-3699,https://maps.google.com/?cid=7663991422618344621,-7.3641277,112.7358512
4170,Equipment/Rental,Tent,surabaya,Rental Tenda Camping Surabaya 3 Adventure,nan,"Kapas Baru VII No.31, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134, Indonesia",0895-2536-3761,https://maps.google.com/?cid=652577716600083811,-7.240247,112.7635
4171,Equipment/Rental,Tent,surabaya,Pasak Tenda Surabaya,nan,"Jl. Petemon Sidomulyo IV No.73, Petemon, Kec. Sawahan, Surabaya, Jawa Timur 60252, Indonesia",0857-3117-4642,https://maps.google.com/?cid=17582248664437051546,-7.261222,112.7182767
4172,Equipment/Rental,Tent,surabaya,Mentari Tent,nan,"Jl. Medayu Utara Gg. VIII A No.31A, Medokan Ayu, Kec. Rungkut, Surabaya, Jawa Timur 60295, Indonesia",0812-3295-6807,https://maps.google.com/?cid=5400483912917995369,-7.3191925,112.8021997
4173,Equipment/Rental,Tent,surabaya,Toko MahaPena MDPL,nan,"Jl teluk nibung barat 1 no 5a, Perak Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60165, Indonesia",0813-5763-9479,https://maps.google.com/?cid=3631456226891156839,-7.2160207,112.7301608
4174,Equipment/Rental,Tent,surabaya,BONAVENTURA TRAVEL & STORE,nan,"Jl. Gubeng Kertajaya VI No.22, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",0817-0355-5384,https://maps.google.com/?cid=5169343928105971505,-7.279689,112.7540652
4175,Equipment/Rental,Tent,surabaya,Monalisa Persewaan tenda&sound,nan,"Jl. Manukan Lor II B No.11, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185, Indonesia",0821-3224-0544,https://maps.google.com/?cid=5056897734047480389,-7.2585345,112.6667871
4176,Equipment/Rental,Tent,surabaya,Kharisma (Persewaan Tenda & Dekorasi Surabaya),nan,"Jl. Rungkut Asri Tengah VIII No.45, Rungkut Kidul, Kec. Rungkut, Surabaya, Jawa Timur 60293, Indonesia",0812-1770-7711,https://maps.google.com/?cid=6443910603105236461,-7.3308809,112.7777144
4177,Equipment/Rental,Tent,surabaya,Bedjo Picnic,nan,"Jl. Kedinding Lor, Tanah Kali Kedinding, Kec. Kenjeran, Surabaya, Jawa Timur 60129, Indonesia",0812-4033-4759,https://maps.google.com/?cid=15214413399821196438,-7.2216603,112.77104
4178,Equipment/Rental,Tent,surabaya,Rinch Adventure,nan,"Jl. Dukuh Karangan VI No.4, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia",,https://maps.google.com/?cid=12907073173410849610,-7.3070985,112.6827549
4179,Equipment/Rental,Tent,surabaya,ABADI JAYA TENDA,nan,"Jl. Gunung Sari IV No.43, RT.002/RW.001, Gn. Sari, Kec. Dukuhpakis, Surabaya, Jawa Timur 60224, Indonesia",0895-3208-94885,https://maps.google.com/?cid=2813820551191787087,-7.305621,112.7199777
4180,Equipment/Rental,Tent,surabaya,Cv sukses tenda,nan,"Jalan kedung anyar no. sawahan, Jl. Kedung Anyar Gg. Bei No.3, Sawahan, Surabaya selatan, Surabaya, Jawa Timur 60251, Indonesia",0838-5783-0047,https://maps.google.com/?cid=17099738502219529918,-7.2669301,112.7290703
4181,Equipment/Rental,Tent,surabaya,Surabaya Super,nan,"Jl. Sidosermo Airdas VII No.140, Sidosermo, Kec. Wonocolo, Surabaya, Jawa Timur 60239, Indonesia",,https://maps.google.com/?cid=1765455247307765701,-7.3136125,112.75034
4182,Equipment/Rental,Tent,surabaya,BARAMADA OUTDOOR,nan,"Gg. Kembang Sepatu No.32 A, RT.22/RW.06, Morokrembangan, Kec. Krembangan, Surabaya, Jawa Timur 60178, Indonesia",0858-9581-2391,https://maps.google.com/?cid=11138502394841038725,-7.2392006,112.7133872
4183,Equipment/Rental,Tent,surabaya,Harapan Jaya Tenda,nan,"Jl. Simo Gn. Kramat Tim. No.27c, Putat Jaya, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0813-3155-3599,https://maps.google.com/?cid=2455341910069329752,-7.2746908,112.7180407
4184,Equipment/Rental,Tent,surabaya,Astra Supermarket Tenda Surabaya,nan,"JL. Nginden Intan Timur, Blok F-3/6, Menurpumpungan, Sukolilo, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",0851-0190-3191,https://maps.google.com/?cid=1167159639013442368,-7.3060592,112.7718788
4185,Equipment/Rental,Tent,surabaya,Tenda Lipat Surabaya,nan,"Jl. Dukuh Kupang Timur XIX No.1A, RT.007/RW.09, Pakis, Kec. Sawahan, Surabaya, Jawa Timur 60256, Indonesia",0812-2523-6145,https://maps.google.com/?cid=2869454436360571690,-7.2873328,112.7197269
4186,Equipment/Rental,Tent,surabaya,Tenda Murah Surabaya,nan,"MMV9+8FH, Jl. Lidah Wetan VIII A, Lidah Wetan, Kec. Lakarsantri, Surabaya, Jawa Timur 60213, Indonesia",0819-4678-6849,https://maps.google.com/?cid=16455202842331571491,-7.3067376,112.6687153
4187,Equipment/Rental,Tent,surabaya,TENDA MURAH SURABAYA | Bengkel Produksi Aneka Tenda,nan,"Jl. Ketintang Barat V No.76, Ketintang, Kec. Gayungan, Surabaya, Jawa Timur 60231, Indonesia",0838-3179-8865,https://maps.google.com/?cid=1482986943374023056,-7.3086953,112.7234991
4188,Equipment/Rental,Tent,surabaya,Yundhuk,nan,"Jl. Lasem No.1 A/1, Dupak, Kec. Krembangan, Surabaya, Jawa Timur 60179, Indonesia",0853-4827-1537,https://maps.google.com/?cid=4771397394803201034,-7.2369609,112.7184754
4189,Equipment/Rental,Tent,surabaya,Serba Outdoor,nan,"Jl. Banyu Urip No.136, Kupang Krajan, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0856-4620-1823,https://maps.google.com/?cid=6085002792413370252,-7.2710672,112.7226089
4190,Equipment/Rental,Tent,surabaya,Sewa Alat Camping (JJnacker),nan,"Jl. Setro Baru II No.30 lantai 2, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60138, Indonesia",0822-2888-5896,https://maps.google.com/?cid=134234853000708819,-7.2388464,112.7770344
4191,Equipment/Rental,Tent,surabaya,SAM Tenda Dekor,nan,"Kupang Jaya II No.7, Sonokwijenan, Kec. Sukomanunggal, Surabaya, Jawa Timur 60189, Indonesia",0821-4043-8459,https://maps.google.com/?cid=14806797864862729745,-7.2755361,112.7038271
4192,Equipment/Rental,Tent,surabaya,TENDA CAFE SURABAYA,nan,"Jl. Banyu Urip Wetan IIIC No.1-66, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60255, Indonesia",,https://maps.google.com/?cid=17417299940322812942,-7.2780275,112.7263588
4193,Equipment/Rental,Tent,surabaya,YFH Outdoor,nan,"Jl. Kp. Malang Kulon I Jl. Kedondong Kidul 1 Gg. 1 No.37c, Wonorejo, Kec. Tegalsari, Surabaya, Jawa Timur 60262, Indonesia",0851-6296-5204,https://maps.google.com/?cid=6057261366565137375,-7.2745145,112.7321729
4194,Equipment/Rental,Tent,surabaya,"Persewaan Tenda, Dekorasi dan Alat Pesta CANTIK",nan,"Jl. Bangkingan VI, blok XF-28, Bangkingan, Lakarsantri, Surabaya, East Java 60214, Indonesia",0816-5422-080,https://maps.google.com/?cid=12125943480078144585,-7.3172039,112.6496673
4195,Equipment/Rental,Tent,surabaya,Boss Camping (Persewaan Alat Camping),nan,"Jl. Dinoyo Tangsi I No.28A, Keputran, Kec. Tegalsari, Surabaya, Jawa Timur 60265, Indonesia",0877-8285-8055,https://maps.google.com/?cid=16969925165320048078,-7.2831029,112.744152
4196,Equipment/Rental,Tent,surabaya,Ess Renttent,nan,"Jl. Sidorame 6 Semampir, Pegirian, Surabaya, Jawa Timur 60153, Indonesia",0877-7796-2419,https://maps.google.com/?cid=4685216996382186333,-7.2263564,112.7468665
4197,Equipment/Rental,Tent,surabaya,Grahavesta,nan,"Gg. I, Sememi, Kec. Benowo, Surabaya, Jawa Timur 60198, Indonesia",0812-3423-4211,https://maps.google.com/?cid=1539409088248529527,-7.2526832,112.6394185
4198,Equipment/Rental,Tent,surabaya,Scout 11,nan,"Jl. Mulyosari Utara VI No.69, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",0813-3017-6819,https://maps.google.com/?cid=4301114765721006423,-7.2617478,112.7989073
4199,Equipment/Rental,Tent,surabaya,Persewaaan Tenda & Alat Pesta (Prima.productions),nan,"Jl. Rangkah VI No.2, Rangkah, Kec. Tambaksari, Surabaya, Jawa Timur 60135, Indonesia",0888-5471-925,https://maps.google.com/?cid=8553211391227883624,-7.2464896,112.7636976
4200,Equipment/Rental,Tent,surabaya,Tenda murah karya pesona,nan,"Jl. Karang Klumprik Tengah No.56, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia",0813-3131-3060,https://maps.google.com/?cid=14837766078047781101,-7.3265179,112.6865977
4201,Equipment/Rental,Tent,surabaya,Santoso Jaya,nan,"Jl. Bratang Gede VI G No.15, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",(031) 5043438,https://maps.google.com/?cid=988310296371738309,-7.3023821,112.7516265
4202,Equipment/Rental,Tent,surabaya,Kapten Outdoor,nan,"Jl. Petemon Kali No.67, Sawahan, Kec. Sawahan, Surabaya, Jawa Timur 60251, Indonesia",0898-0686-8888,https://maps.google.com/?cid=14991636128686739310,-7.2658302,112.724237
4203,Equipment/Rental,Tent,surabaya,TOKO OUTDOOR SURABAYA (areamdpl store),nan,"Jl. Petemon Sidomulyo IV No.73, Petemon, Kec. Sawahan, Surabaya, Jawa Timur 60252, Indonesia",,https://maps.google.com/?cid=7850459544854554602,-7.2611449,112.7183314
4204,Equipment/Rental,Tent,surabaya,Graha Kharisma Jaya,nan,"Jl. Kembang Kuning No.200, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60255, Indonesia",(031) 5636434,https://maps.google.com/?cid=8340615778729879150,-7.2769326,112.7277142
4205,Equipment/Rental,Tent,surabaya,MONALISA Persewaan Tenda dan Sound,nan,"Jl. Simorejo I No.17, Simomulyo, Kec. Sukomanunggal, Surabaya, Jawa Timur 60182, Indonesia",0821-3224-0544,https://maps.google.com/?cid=16002953424675677851,-7.2532314,112.7109568
4206,Equipment/Rental,Tent,surabaya,Grosir tenda lipat,nan,"Jl. Banyu Urip Wetan Gg. IIIB No.31, RW.06, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0821-3144-5911,https://maps.google.com/?cid=15787909550680724083,-7.2783132,112.7263538
4207,Equipment/Rental,Tent,jakarta,Pabrik Tenda Terpal Jakarta,nan,"Jl. Mangga Dua No.8-14, RT.5/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11150, Indonesia",0857-1002-2020,https://maps.google.com/?cid=8579023705566801497,-6.137758,106.8190992
4208,Equipment/Rental,Tent,jakarta,Sewa Tenda Jakarta Djamilah Tenda,nan,"1, Jl. Kemuning Raya No.11 D, RT.1/RW.6, Utan Kayu Utara, Jakarta, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120, Indonesia",0811-1669-661,https://maps.google.com/?cid=14281120058316963729,-6.195457,106.8649292
4209,Equipment/Rental,Tent,jakarta,Central Tenda,nan,"Jl. Teh No.5, RT.7/RW.7, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",0812-1393-8447,https://maps.google.com/?cid=720534943490463940,-6.1332976,106.81239
4210,Equipment/Rental,Tent,jakarta,CV. Tenda Jakarta (Marketing Office),nan,"Jl. Mangga Dua Raya No.08/12, RT.4/RW.4, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia",(021) 6260555,https://maps.google.com/?cid=16527599961791808170,-6.1374848,106.8190462
4211,Equipment/Rental,Tent,jakarta,Tenda Jakarta (Office Center),nan,"Jl. Mangga Dua Raya No.8/10, RT.5/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia",0878-8886-3816,https://maps.google.com/?cid=11108774395531466511,-6.1375444,106.8196007
4212,Equipment/Rental,Tent,jakarta,Sewa Tenda Roder | Sewa Tenda Sarnafil,nan,"Jl. Pusdiklat Depnaker No.62 A-B, RT.18/RW.1, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Indonesia",0857-1524-0046,https://maps.google.com/?cid=7382895725627290876,-6.28365,106.8887584
4213,Equipment/Rental,Tent,jakarta,Tenda Pleton,nan,"Jl. Gn. Sahari No.15A, RT.15/RW.4, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720, Indonesia",0852-7767-2893,https://maps.google.com/?cid=10358389023220721211,-6.1519986,106.8357352
4214,Equipment/Rental,Tent,jakarta,Evi Jaya Tenda,nan,"Jl. Pisangan Baru Selatan No.4A, RT.1/RW.15, Pisangan Baru, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13110, Indonesia",0821-2326-8250,https://maps.google.com/?cid=38861024761120396,-6.2146562,106.8730837
4215,Equipment/Rental,Tent,jakarta,Aksara Smesta Tenda | Buka 24 Jam,nan,"Jl. Proklamasi No 94, Jl. Proklamasi No.94A, RT.6/RW.3, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia",0857-5452-2823,https://maps.google.com/?cid=650680686199448437,-6.2017484,106.8504135
4216,Equipment/Rental,Tent,jakarta,TENDAMART,nan,"Jl. Meruya Selatan No.46d, RT.5/RW.1, Joglo, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11640, Indonesia",0813-1753-6960,https://maps.google.com/?cid=13724677470710687,-6.217183,106.7375288
4217,Equipment/Rental,Tent,jakarta,SADAYA TENDA,nan,"Jl. Tongkol No.6G 8, RT.8/RW.7, Ancol, Kecamatan.Ancol, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",(021) 6919890,https://maps.google.com/?cid=17391915616442181332,-6.1286246,106.8113234
4218,Equipment/Rental,Tent,jakarta,Sewa Tenda Sunter Jakarta Utara,nan,"Jl. Ancol Selatan No.22 C RT.10 RW.01, Kel, RT.10/RW.1, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",0812-1031-4899,https://maps.google.com/?cid=10403332703251578114,-6.1303732,106.8517155
4219,Equipment/Rental,Tent,jakarta,NSTenda - Jasa Sewa Tenda & Perlengkapan Pesta,nan,"Jl. Bumi Indah No.39, RT.11/RW.9, Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia",0822-9955-4055,https://maps.google.com/?cid=17402440361215886547,-6.2126277,106.7769416
4220,Equipment/Rental,Tent,jakarta,"TOKO UD. Aneka Karya JUAL TERPAL & TENDA Jakarta, Jual Tenda Lipat, Jual Tenda Cafe, Jual Tenda Kerucut, Jual Tenda Carnavil",nan,"Jalan Ciputat Raya Rt.004, Jl. Ciputat Raya No.001 001, RT.4/RW.1, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia",0838-7522-7330,https://maps.google.com/?cid=16423290436388699787,-6.2616124,106.7749995
4221,Equipment/Rental,Tent,jakarta,Supplier tenda,nan,"Jl. Prof. Dr. Latumeten No.8, rt.05/04, RT.6/RW.5, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia",0817-1717-7791,https://maps.google.com/?cid=436870186112749740,-6.1613816,106.7899829
4222,Equipment/Rental,Tent,jakarta,SEWA TENDA JAKARTA TERLENGKAP,nan,"Jl. Eramas 2000 Blok A3 No.1, RT.10/RW.5, Pulo Gebang, Kec. Cakung, Jakarta, Daerah Khusus Ibukota Jakarta 13950, Indonesia",0811-1977-773,https://maps.google.com/?cid=3910453861511629630,-6.203689,106.9432817
4223,Equipment/Rental,Tent,jakarta,Toko Sabena Tenda,nan,"Jl. Mangga Dua Raya No.31, RT.5/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",0813-9948-4666,https://maps.google.com/?cid=18306202071013389205,-6.1372983,106.8206434
4224,Equipment/Rental,Tent,jakarta,"Anugrah Tenda . Jual tenda pengungsi, tenda promosi, tenda sarnafil, pabrik tenda jakarta",nan,"Jl. Tongkol No.6 j 11, RT.8/RW.8, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",0812-1277-7134,https://maps.google.com/?cid=5401233747438394414,-6.1287408,106.8113386
4225,Equipment/Rental,Tent,jakarta,Central Tenda Jakarta,nan,"Jl. Kalibesar Timur III No.14, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",(021) 6911256,https://maps.google.com/?cid=7391894527285548742,-6.1337477,106.8121731
4226,Equipment/Rental,Tent,jakarta,Amira Tent Sewa Tenda Roder ( Tenda Event | Tenda VIP | Tenda Jakarta | Perlengkapan Pesta ),nan,"Jl. Kalisari Asri No.1, Kalisari, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13790, Indonesia",0878-8001-8688,https://maps.google.com/?cid=11992491351225344454,-6.3353182,106.848829
4227,Equipment/Rental,Tent,jakarta,Jasmine Tenda ( Sewa Tenda Dekorasi Vip | Sewa Tenda Roders & Tenda Pesta Murah ),nan,"Jalan Pinang Ranti No.62, RT.18/RW.01, Pinang Ranti, Makasar, RT.13/RW.1, Pinang Ranti, Makasar, RT.13/RW.1, Pinang Ranti, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Indonesia",0812-8482-7602,https://maps.google.com/?cid=7027707521210462298,-6.286569,106.882888
4228,Equipment/Rental,Tent,jakarta,Tenda Store 9,nan,"Jl. Jaya Mandala VI No.39 11, RT.11/RW.2, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",0815-1723-8128,https://maps.google.com/?cid=343112745207540043,-6.239294,106.8364654
4229,Equipment/Rental,Tent,jakarta,Tenda piramid,nan,"Jl. Cengkeh No.11c 7, RT.7/RW.8, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",0812-1029-1255,https://maps.google.com/?cid=16538410497314779118,-6.1332244,106.8124976
4230,Equipment/Rental,Tent,jakarta,Sentosa Jaya Tenda | Sewa Tenda 24 Jam,nan,"Jl. Matraman Luar No.6, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia",0812-1292-2424,https://maps.google.com/?cid=12902837129176116479,-6.2012379,106.8506944
4231,Equipment/Rental,Tent,jakarta,Tenda Store,nan,"Jl. Pluit Selatan Raya No.2, RT.23/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440, Indonesia",0821-1298-8936,https://maps.google.com/?cid=2556122386540329983,-6.1249309,106.8035162
4232,Equipment/Rental,Tent,jakarta,Tenda Membran TERJAMIN,nan,"Jalan pangeran tubagus angke blok D9A no.2, RT.11/RW.5, Wijaya Kusuma, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia",0819-3252-0099,https://maps.google.com/?cid=17825919402320987464,-6.1442788,106.7804677
4233,Equipment/Rental,Tent,jakarta,Toko Terpal Dunia Tenda Jakarta,nan,"Jl. Lodan Raya No.23, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",0812-1322-2830,https://maps.google.com/?cid=14756611451289535449,-6.1260152,106.8110694
4234,Equipment/Rental,Tent,jakarta,Tenda Membrane,nan,"Jl. Cengkeh No.11c, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110, Indonesia",0812-1029-1255,https://maps.google.com/?cid=5763943287539263556,-6.1332474,106.8125045
4235,Equipment/Rental,Tent,jakarta,ABI Tenda dan Alat-alat pesta | Buka 24 Jam,nan,"Jl. Proklamasi, 93 a. Pegangsaan, Matraman. Jakarta Pusat, Pegangsaan, Menteng, Central Jakarta City, Jakarta, Indonesia",0813-1020-4028,https://maps.google.com/?cid=8616739528271645173,-6.2017281,106.8506653
4236,Equipment/Rental,Tent,jakarta,Haris Tenda,nan,"Jl Rawa Simprug VI A RT 10 RW 09 Kel, RT.1/RW.9, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia",0859-5918-2220,https://maps.google.com/?cid=6077605536399606407,-6.2303296,106.7847839
4237,Equipment/Rental,Tent,jakarta,Jual Tenda Event dan Bencana,nan,"Arta Raya Mas, Jl. Yusuf No.24, RT.8/RW.8, Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia",(021) 29050886,https://maps.google.com/?cid=7630994644726622448,-6.20679,106.777357
4238,Equipment/Rental,Tent,jakarta,Jual Bahan Tenda Tarpaulin dan Rangka Tenda Aluminium Murah,nan,"Jl. Pool PPD, Gudang Prima Center 1, Blk. A No.12, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710, Indonesia",(021) 54367380,https://maps.google.com/?cid=4394605683372881074,-6.1524595,106.7641543
4239,Equipment/Rental,Tent,jakarta,AZ Tenda,nan,"PR3P+37W, Jl. Tol Jkt - Serpong, RT.4/RW.9, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",0838-5859-429,https://maps.google.com/?cid=4710241222678776800,-6.2972669,106.8357198
